USERNAME,EMAIL,ACCOUNT_NAME,ACCOUNT_ID,ACCOUNT_LEVEL,WINS,LOSSES,WIN_RATE,LEAGUE_POINTS,RANK,TIER,OVERALL_SCORE,ROLE,SCHEDULE_TIME_START,SCHEDULE_TIME_END,AGREEABLENESS,CONSCIENTIOUSNESS,EXTRAVERSION,NEUROTICISM,OPENNESS
CassaundraWaelchi,roy.ritchie@hotmail.com,HalJalikakick,04211f21-3ef9-46aa-9984-308b27aba839,255,408,415,49.6,1,III,PLATINUM,2055,JUNGLE,22,0,1,2.5,2.6,4.7,3
JewellNienow,kara.bins@hotmail.com,WandaRinn,c004b14f-1f56-420a-bc9e-cd34a434875d,217,110,101,52.1,1,IV,GOLD,1717,MID,22,2,4.8,1.7,3.6,2,2
GalenHomenick,seth.moore@yahoo.com,AllenRench,10a2e091-5209-4a46-810f-459de72da4a0,451,273,263,50.9,24,IV,GOLD,1951,TOP,17,19,4.4,3.2,4.2,2.5,3.9
WilberFarrellJr.,lezlie.cummings@gmail.com,U.P.Freehly,e40eb177-d301-46c5-8806-502afaf84d08,473,236,231,50.5,20,I,CHALLENGER,3273,JUNGLE,3,4,1.7,3.1,3.9,4.4,4.8
MittieJacobi,pierre.tillman@yahoo.com,LivGood,a1ea3f24-aec4-4121-b2bb-57a83633887e,176,37,28,56.9,1,II,PLATINUM,1876,SUPPORT,23,3,4.5,2.2,4.4,4.6,4.3
BoyceGreenholt,austin.grady@gmail.com,ChrisMass,1ca1ce01-b312-42ca-af2d-b28d3f924eb0,542,108,99,52.2,1,I,MASTER,3342,ADC,4,5,3,5,4.7,3.8,1.9
Mrs.ClaytonRunolfsson,javier.lemke@yahoo.com,JoannaHand,a6ecc0ce-56d6-45cb-bc7d-1639e4d154b5,338,550,524,51.2,1,I,GRANDMASTER,3138,SUPPORT,11,13,1.5,1.1,3.9,2.8,4.9
NataliaHagenes,marvin.schneider@hotmail.com,CandyBarr,f8b7cffd-7453-4297-a82b-0bdb6952739c,696,324,293,52.5,25,II,SILVER,1596,JUNGLE,18,21,1,2.2,1.8,1.3,4.4
LeenaSmitham,enrique.deckow@hotmail.com,HazelNutt,94e194ee-7d2c-4835-863f-97b19a472f75,348,97,73,57.1,89,III,GOLD,1748,TOP,17,21,2.9,1.9,4.7,4.5,3.7
Ms.EmoryKuhlman,coralie.greenfelder@gmail.com,PearlEWhite,de15bcbc-7f41-4c20-95a1-902e332cc993,171,173,138,55.6,20,III,SILVER,1171,JUNGLE,15,18,1.8,3.6,1.8,1.1,1.4
Mrs.AdanKuhlman,sydney.quitzon@yahoo.com,YuleB.Sari,c4b9d87b-dbec-4a3e-ad11-c67318c956e0,129,254,265,48.9,33,I,CHALLENGER,2929,ADC,15,19,3.3,3.6,3.7,2.1,2.6
KevenHeaney,erin.cole@yahoo.com,RustyFossat,99f3fe70-163f-4dc0-898f-8773c317099c,241,269,248,52,0,III,SILVER,1241,TOP,19,23,4.9,2.1,1.4,1.7,3.9
GladysRitchie,chrissy.jakubowski@gmail.com,SueShi,de28139c-c96a-49a1-a088-b1785492512c,507,284,283,50.1,2,I,CHALLENGER,3307,JUNGLE,16,19,3.2,4.2,1.8,1.4,4.1
ElbertCorwin,paulette.bailey@yahoo.com,BarryD.Hatchett,d1f117b6-6e2a-48b5-81ed-91e2dc674f18,109,316,300,51.3,47,I,PLATINUM,1709,JUNGLE,14,15,3.7,2.6,4.2,2.8,3.8
JamieBuckridgeMD,mee.daniel@hotmail.com,HowardI.No,f862c9dd-ccf4-458a-aaed-d0072b4c766d,671,344,338,50.4,101,IV,IRON,971,JUNGLE,7,11,3.4,3.6,1.3,3.3,2.6
FilibertoOKon,dominga.oreilly@gmail.com,MarkMywords,d727a0c5-efce-4ae5-8223-698aad65c385,78,334,313,51.6,74,I,GRANDMASTER,2878,JUNGLE,10,14,1.9,2.2,1.9,3.2,2.2
JanettaSpinkaIV,jed.tremblay@yahoo.com,JustinTune,51ce0a73-541d-4301-8106-66b101f6b975,437,271,228,54.3,0,I,GRANDMASTER,3237,MID,9,10,2.5,3.3,4.3,3.9,1.7
RandallHoeger,onita.watsica@hotmail.com,ChrisCoe,c8c09357-0110-46de-95d8-e5d28382c8bb,559,623,599,51,0,I,GRANDMASTER,3359,MID,9,12,4.2,2.1,4.6,3.6,2.2
HollyMosciski,manual.kozey@yahoo.com,RomanHoliday,7c63f042-70d7-4522-81e6-9de9dfb26302,316,350,306,53.4,1,II,SILVER,1216,JUNGLE,4,7,1.8,4.1,2.3,1.9,3.4
SheltonMann,cathie.kutch@gmail.com,AlLuminum,0caad2ce-8a68-4ba5-9c62-77f0fb74ec7e,597,171,173,49.7,1,IV,BRONZE,1297,TOP,12,16,2.4,2.7,2.7,3.3,2.1
LetaHowe,terence.keebler@yahoo.com,MaryA.Richman,03bbcfee-5899-4ef0-a6e8-cc13a56a664d,547,132,90,59.5,1,I,MASTER,3347,MID,13,17,3.2,1.2,1.5,4.7,2.5
AimeePowlowski,kirk.mann@hotmail.com,MabelSyrup,def8e61f-129b-470b-9f83-e5b25f97a4dc,114,214,174,55.2,31,I,GRANDMASTER,2914,SUPPORT,12,13,4.8,1.3,3.5,4.5,1.3
KendrickTrantow,austin.shanahan@yahoo.com,RustyCarr,d0c762e8-8bc7-4583-bcb8-b48bc4b321e3,586,184,176,51.1,0,I,PLATINUM,2186,MID,1,2,2.9,2.3,4.6,3.1,1.5
OttoBernhardDVM,brandon.schroeder@gmail.com,LisaCarr,b588070a-7fa1-46a3-b413-c055ded3cea1,456,251,231,52.1,1,III,BRONZE,1056,TOP,19,22,4.6,4.9,2.2,1.6,3.6
ShaunMcGlynnV,gloria.tromp@gmail.com,StewNg,cc313526-d8db-4963-a165-e855149923e2,151,198,210,48.5,19,III,GOLD,1551,JUNGLE,7,9,2,1.5,2.4,3.7,4
MaudieKassulke,trey.hirthe@yahoo.com,KenDahl,22f6840e-6c3e-48b1-bc8d-22d4862c9314,431,73,41,64,0,III,DIAMOND,2631,MID,18,21,1.2,4.6,1,1.8,4.7
OllieWilderman,reinaldo.schmitt@gmail.com,ChipMunk,c5ddcd04-6679-4a32-8fe8-7199b26ba68d,131,105,115,47.7,22,I,GOLD,1331,TOP,0,1,2,4.4,3,5,1.9
JaredLedner,kerry.williamson@hotmail.com,OliverSutton,2316b6f2-beef-450d-98c7-10173a531f01,363,148,155,48.8,1,III,PLATINUM,2163,ADC,5,8,1.3,4,3.6,2.6,3.1
MingRomaguera,retha.koelpin@hotmail.com,BessEaton,d8bcc66d-ead4-41c5-b98a-6c7be0456e70,172,110,51,68.3,1,III,DIAMOND,2372,MID,22,1,2.6,1.1,4.2,1.5,3.6
KennithAnderson,king.ondricka@hotmail.com,HareBrain,c8901bd0-a385-4cbb-b108-dc9e03c47b82,338,113,81,58.2,53,III,IRON,538,JUNGLE,15,16,3.6,2.2,3.8,2.9,2.5
RocioLesch,monroe.yundt@gmail.com,MayONays,c841b057-9a64-46c0-893a-2e2f677fbf7f,399,264,259,50.5,69,I,GRANDMASTER,3199,SUPPORT,14,16,2.5,4,4.9,1.9,3.9
AlineKilbackJr.,buford.goodwin@hotmail.com,JimLaucher,6bda9ffb-ec15-4a00-aa2e-47e81a7ae238,219,664,629,51.4,75,I,CHALLENGER,3019,MID,14,15,2.2,1.6,2.9,3.5,4.6
KelsiDouglas,almeda.anderson@gmail.com,MarjOram,c9d22a3c-3251-43d7-90ec-fe980106f4fa,144,338,289,53.9,16,IV,DIAMOND,2444,TOP,21,1,1.1,1.1,3.6,2.6,1.5
BruceWindlerJr.,katy.grimes@yahoo.com,JoeKerr,c123413f-1fd5-488d-804b-ce81de25cf7a,104,778,742,51.2,61,II,BRONZE,604,TOP,15,19,1.2,3.5,3.8,1.1,2.4
Mrs.EliasKilback,magen.dooley@hotmail.com,ClaireVoyance,7b94c401-8d2d-44d4-9153-651704daf68f,339,121,92,56.8,1,I,GRANDMASTER,3139,JUNGLE,4,7,4,3.5,1.9,3.4,3.9
Mr.HubertOrn,jenice.balistreri@hotmail.com,GilT.Azell,0d71959b-afa5-4a7a-8df2-19cc0a92b33c,233,214,203,51.3,0,I,IRON,233,JUNGLE,17,18,4.6,1,4.1,4.7,3.4
HarveySanford,isaias.funk@hotmail.com,TomA.Toe,319c64b8-7141-44f9-bc97-affaf81c7621,14,269,248,52,56,I,GRANDMASTER,2814,ADC,9,11,3.5,2.9,1.9,3.7,4.3
Mr.JanelRempel,shawn.oconner@hotmail.com,HarryCaray,9b2f70a2-3c41-40f7-a9c9-f375839f9661,497,65,35,65,1,I,MASTER,3297,MID,0,3,3.6,2,3.9,3.6,4.8
MarniDaniel,natashia.white@gmail.com,WillPower,0b731461-ad16-4df5-8d45-4b030031f9bd,163,42,35,54.5,24,III,DIAMOND,2363,TOP,8,11,4.6,2,3.1,3.3,3.8
MarlaWeber,elroy.brekke@yahoo.com,DougUpdegrave,962d70aa-6e3d-4d7c-a1c4-d30c948e3cf3,146,307,325,48.6,0,IV,SILVER,1246,SUPPORT,9,12,1.2,4.1,2.1,4.6,4.2
LailaGrant,elisha.emmerich@hotmail.com,AnnaConda,1313b498-904c-4060-9415-0c54785d2847,162,177,171,50.9,15,IV,PLATINUM,2062,MID,19,21,3.5,4.5,4.1,3.3,1
Ms.AshlynLakin,stephen.veum@yahoo.com,GeneE.Yuss,58ade51d-2958-42bf-aa85-ea04d49d0694,536,407,365,52.7,1,III,IRON,736,SUPPORT,20,22,4.5,2.3,2.6,3.7,4.7
Dr.LouannMayer,domitila.leannon@hotmail.com,I.D.Clair,9e6db8ed-1894-4329-aa98-3b25e69453ef,218,250,228,52.3,1,IV,SILVER,1318,TOP,18,21,1.6,2.6,4.5,1.7,3.3
Dr.FredaSchaefer,kimberley.batz@hotmail.com,MaxLittle,bd32480c-1e9a-4e04-9e6f-99cce826df90,360,181,154,54,1,IV,GOLD,1860,TOP,3,7,2,1.2,4.8,4.9,2.6
EstefanaRyanSr.,jerrie.larkin@gmail.com,FrankN.Beans,fa79de86-ae43-4c20-8299-fe0419d713e3,641,437,415,51.3,1,I,MASTER,3441,SUPPORT,7,9,4.9,2.1,2.5,4.3,2.6
Ms.ChesterWiza,tracey.gorczany@hotmail.com,BobInforapples,abf43c78-b0bd-4b90-ade4-075ee3480372,510,136,116,54,1,III,BRONZE,1110,SUPPORT,1,4,3.5,2,1.9,3.4,3
ChasWisoky,debroah.howell@gmail.com,SuePermann,081dcd6f-7f7d-4af2-834c-006fa845e9eb,379,113,48,70.2,232,IV,SILVER,1479,SUPPORT,21,22,3.9,4.5,2,3.3,4.3
BunnyRodriguez,elden.luettgen@hotmail.com,AlfA.Romeo,f16e0b60-c21c-4016-aae2-f281962bc463,97,262,255,50.7,1,IV,DIAMOND,2397,JUNGLE,10,14,5,3.3,2.8,2.5,1.8
EliseoWolfDDS,andre.shanahan@yahoo.com,MaryThonn,4680791f-05b6-4c88-bc5b-942c554ec3f7,134,235,201,53.9,1,I,SILVER,934,JUNGLE,3,5,4.6,4.9,4,3.1,2.9
NanaEbert,annika.marvin@yahoo.com,PearlE.Whites,77fcd08a-b97d-45ec-b679-d43f40318309,113,104,74,58.4,0,III,IRON,313,TOP,22,0,4.8,1.4,4.5,1.2,1.4
LawrenceLakin,delbert.damore@hotmail.com,SueShi,06eb1b51-3b91-44ea-b381-d0a7146bafc5,26,60,37,61.9,38,II,IRON,126,TOP,13,17,3.7,3.7,4.5,2.8,4
ShirleyMarvin,jerry.streich@gmail.com,ChrystalGlass,ebe12341-d0ee-4ace-aa6c-0d82331cc643,107,190,160,54.3,1,IV,SILVER,1207,MID,16,17,1.9,4.7,4.3,1.4,3.9
FrancisBorerDVM,laila.koch@hotmail.com,RockyRhoades,e243b5ca-6877-44a6-b665-dcfc86151e41,480,198,167,54.2,51,I,CHALLENGER,3280,MID,11,13,1.3,3.6,4.9,3.8,1.5
Mrs.ClariceWisozk,paula.goyette@yahoo.com,HaydenSeek,9d54beec-7b02-4c7e-9b18-eaa6c7ae8c0c,97,232,204,53.2,1,III,GOLD,1497,TOP,23,2,2.2,1.7,3.6,1.4,2.6
DarrickPredovic,craig.kunde@hotmail.com,SandyBanks,6f7a2653-4427-4474-a527-ea3168e77957,102,197,159,55.3,0,I,MASTER,2902,JUNGLE,2,5,2.9,2.7,3.7,2.4,1.8
Mrs.MarcusSteuber,joshua.tremblay@hotmail.com,WinsomCash,5417ab44-1a96-4149-81e6-9b9cb2ae9417,615,21,11,65.6,1,I,MASTER,3415,JUNGLE,14,18,1.8,4.8,5,2.8,2.5
HungDonnellyJr.,carli.jaskolski@gmail.com,TommyHawk,be7c3edc-aaa9-4447-bf3d-9313bb2f1e49,161,61,37,62.2,1,IV,BRONZE,861,MID,19,20,2.7,3.3,3.4,3.8,3.6
LacieMacGyver,debra.cummerata@hotmail.com,NickOvtime,b793f936-d16e-4639-80de-3495fdc0bca9,508,154,123,55.6,0,I,MASTER,3308,SUPPORT,1,2,2.7,3.6,3.5,4.1,4.6
MissLydiaKovacek,noah.hintz@yahoo.com,MaconPaine,ca6e7299-7193-487d-9b8a-98fd6285a5af,382,436,391,52.7,99,I,MASTER,3182,TOP,14,16,2,1.1,2.9,4.5,2.5
Mrs.LovieGutmann,cleveland.veum@gmail.com,EvansGayte,710aff09-97fd-40e5-bccf-8d97abc81bd2,293,87,50,63.5,1,I,DIAMOND,2293,ADC,10,13,1.4,1.3,3.8,1.8,2.2
FerdinandBarton,deedee.bergnaum@yahoo.com,LonMoore,73d54230-a52d-45c3-be43-3fab8d35fd01,414,67,35,65.7,1,I,PLATINUM,2014,MID,9,11,2.5,3.1,1.8,3.5,2.6
TakishaBeer,ngan.beahan@hotmail.com,B.A.Ware,817b4ee6-9f10-47e3-9749-ad8efcd3f63d,636,223,199,52.8,1,IV,IRON,936,ADC,11,12,4.2,1.8,3.8,4.6,3.3
CalvinBins,iesha.haley@gmail.com,BobInforapples,353bd0d8-20a4-4ac2-afd6-4a2fb0606d79,46,176,133,57,1,II,PLATINUM,1746,TOP,5,6,1.7,3,2.9,2.8,3.1
IsabellaKemmer,nery.nitzsche@gmail.com,ValVeeta,8aa435dd-a79a-4463-b1f5-7510ed7617d2,275,149,108,58,1,I,GRANDMASTER,3075,SUPPORT,20,22,1.3,1.2,1.5,5,4.1
MaynardBruenI,rickey.okuneva@yahoo.com,WillieMaykit,f00fb3eb-f41c-45ac-9ef9-2458550845c6,475,250,221,53.1,1,IV,SILVER,1575,SUPPORT,4,8,4.6,4.1,1.7,4,2
EdwardWolff,elmira.simonis@yahoo.com,EliOndefloor,8122d07b-75f2-4bd0-9d7e-5c08a069449c,129,405,387,51.1,29,I,CHALLENGER,2929,TOP,6,8,3.1,4.3,3.2,3.1,1.9
OswaldoSchamberger,lazaro.wiegand@gmail.com,MortTallity,c30030af-7085-47c5-8c05-a63f55c50fea,543,214,188,53.2,1,IV,GOLD,2043,TOP,3,7,1.3,1.3,1.2,1.9,3.1
YeseniaRoob,pierre.pacocha@yahoo.com,TellyVision,2f60dc4b-6747-445a-991c-08d3e3fe718c,58,149,128,53.8,1,I,PLATINUM,1658,TOP,13,17,2.2,2.7,3,1.7,2.3
AmberlyKiehn,dottie.bernhard@gmail.com,RexKarrs,f0e9875f-04d2-4577-a915-cb8d909c62bd,242,278,275,50.3,1,II,IRON,342,JUNGLE,10,14,4.3,1.9,4.7,4.1,4.2
WarnerGreen,asa.mcclure@gmail.com,PepeC.Cola,a8b9d1d3-2b23-4284-9169-87b3bddcfa96,94,128,100,56.1,1,II,BRONZE,594,MID,8,11,4.8,2.4,3,2.6,4.4
GrazynaHeaney,akilah.olson@hotmail.com,SarahBellum,905c9dcc-5c8c-47de-a568-66e7cd3d2750,226,228,197,53.6,0,I,MASTER,3026,MID,8,9,2.6,1.5,3.4,3.5,4.3
ThurmanStroman,elma.wisozk@hotmail.com,AlOMoaney,ae23565b-7279-4954-9978-0ac96df8b71a,369,494,464,51.6,102,I,MASTER,3169,ADC,16,17,1.5,3.9,4.6,2.8,1.6
RuebenFeest,stephen.durgan@gmail.com,TinaSee,8c5465b0-f6e0-4d9f-86b3-1cc45dba1172,131,363,355,50.6,302,I,CHALLENGER,2931,TOP,13,14,4.1,1.4,4.8,5,2.3
MelissaWard,indira.wisoky@hotmail.com,MistyWaters,a43f02d7-4305-472d-80c8-e162a2bd4117,277,525,474,52.6,242,III,DIAMOND,2477,ADC,14,16,3.5,5,3.5,2.6,2.1
MilfordSchmitt,sean.wilkinson@gmail.com,MayDay,0a8f1ffb-50a1-4c6a-bda1-08e264f74a32,437,83,62,57.2,23,IV,DIAMOND,2737,TOP,5,7,3.9,4.6,2.5,1.1,3.6
HilarioBeierIV,pat.marks@gmail.com,ClaraNett,f4cced6b-c1b8-431f-bd54-d8b6ab875441,300,118,91,56.5,1,III,BRONZE,900,ADC,7,8,2.9,4.6,3,3.2,1.6
JoycelynSpencer,deena.rolfson@gmail.com,HazelNutt,6819a3e5-6514-4b5b-a80f-ba0848073e65,422,138,102,57.5,7,I,MASTER,3222,JUNGLE,7,9,1.4,3.9,3,1.6,3.6
CharleneSimonis,lynell.bergnaum@yahoo.com,MitchAgain,49ea70a5-5e8a-4cb4-94cc-dc8e1ce6b084,519,135,112,54.7,16,IV,IRON,819,ADC,19,20,2.4,3,4.5,4.2,1.6
KennethHesselMD,jann.barrows@gmail.com,IleneWest,7b6f66ba-e453-4282-b20b-6fe4f6de6fa7,451,577,566,50.5,346,I,MASTER,3251,ADC,15,19,2.5,3,2.3,2.9,3.3
DannieBoyer,adam.bahringer@yahoo.com,EdVenture,58191be2-6aff-479d-bacb-cb219491fdcc,136,115,117,49.6,0,I,CHALLENGER,2936,SUPPORT,11,14,1.5,3.2,2,5,3.2
TyronMcClure,meredith.kunze@yahoo.com,MinnieSkurt,6899c81d-9f84-4d63-a4a5-5d4c0bd6109d,438,246,238,50.8,273,IV,GOLD,1938,SUPPORT,19,20,2.3,3.5,4.1,1.8,1.2
Dr.PalmiraKris,nikole.blanda@hotmail.com,OliveGreen,98b3126b-2785-4520-a66a-1772fcb88c47,605,161,119,57.5,269,II,SILVER,1505,MID,21,22,3.8,3.3,2.5,4.7,4.6
PeteLarkinII,stephani.wintheiser@gmail.com,JimmyDeLocke,928ebca7-1b27-41a9-bf85-eaeafe4df246,547,377,360,51.2,1,I,MASTER,3347,JUNGLE,16,19,2.7,1.7,4.7,1.6,3.9
LondaMayert,patrick.doyle@hotmail.com,ChrisMass,e94bb85b-94d7-41b2-b920-3df3a2e4bcf6,544,227,199,53.3,385,I,BRONZE,944,MID,10,12,2.3,1.4,2.8,2,1.1
Ms.BlytheBatz,reagan.beatty@gmail.com,RowanBoatman,4f575f3b-a109-4325-be59-af81fd46d1e7,171,80,48,62.5,236,I,MASTER,2971,SUPPORT,10,14,1.4,3.6,2.3,2.9,2.5
YoshieKessler,lena.little@hotmail.com,AlNino,02f4219d-7800-4437-bdba-d5e7666f85a1,536,376,363,50.9,29,I,SILVER,1336,SUPPORT,22,1,3.1,4.9,1.8,3.4,4.5
LatinaSimonis,doug.haag@hotmail.com,EdIble,33dda764-4c3d-42b3-a04a-dd0af75726ec,387,248,215,53.6,174,I,GRANDMASTER,3187,JUNGLE,3,6,2.6,2.7,3.6,4.4,3.7
WalkerBailey,rowena.bayer@yahoo.com,TamaraKnight,996e14b8-bb35-4ce5-9ea5-460ff250653f,232,115,83,58.1,41,I,DIAMOND,2232,SUPPORT,15,18,1.2,1.2,1.3,1.2,1.9
YangFriesen,truman.swaniawski@gmail.com,EwanWhatarmy,0301b013-be6b-453f-9c10-118e532d4a89,204,517,502,50.7,354,I,IRON,204,JUNGLE,2,4,2.1,2.8,3.4,4.6,1.5
JeremiahFadel,lakita.kub@hotmail.com,RickyT.Ladder,49d7b3a3-0364-4b3b-a3fb-d8fe398e4e5a,17,324,276,54,31,I,GRANDMASTER,2817,JUNGLE,10,14,5,2.8,2.6,3.1,4.1
JessicaBeattyMD,liane.denesik@gmail.com,LisaFord,da958bda-d6bc-4924-ab57-e6a0ea88c545,639,111,106,51.2,1,I,GRANDMASTER,3439,TOP,19,22,1.9,5,4.7,3.2,3.1
TamikaLehnerMD,alishia.heller@hotmail.com,OliverSutton,f7b99afc-cf73-4efe-ac1d-9a89f7cd17c6,365,221,202,52.2,426,I,DIAMOND,2365,TOP,9,12,3.5,3.8,2.8,1.5,3.6
Dr.LaniBoyle,carolin.moore@yahoo.com,FletcherBisceps,1f7dca2a-b948-4452-b8cc-009223cd1d69,312,244,240,50.4,104,II,DIAMOND,2412,SUPPORT,0,2,4,3.6,2.7,3.5,1.6
CareyBatz,tiera.bauch@yahoo.com,RustyPipes,2af06ca5-e7b4-49cd-9f61-6ecb2df24a77,284,232,181,56.2,46,III,DIAMOND,2484,MID,21,0,4.3,2.6,4.5,3.6,1.8
HildegardeOrnIV,rosa.turcotte@hotmail.com,AnnaSeptic,d807b660-b4cb-4687-a40a-ce382c4b5b6a,584,342,286,54.5,114,III,IRON,784,JUNGLE,4,8,2.6,2.4,4.7,2.7,4.1
Mrs.DarrenLind,clair.connelly@yahoo.com,BillOverdew,5d9a2e30-c4e4-47db-8a5a-5194bf7f234f,512,177,145,55,241,I,MASTER,3312,MID,11,14,3.2,3.8,5,3.3,2.7
ShiraHauck,robt.lesch@yahoo.com,EveHill,098a0983-e8f6-412c-b46a-dc6a6fde0c32,163,251,243,50.8,148,II,BRONZE,663,ADC,18,19,2.6,2.7,4.6,2.7,4.8
KizzieHuelDVM,cristobal.abshire@yahoo.com,OliveYew,00eae0ae-f83d-4551-b2b7-fb7782b0e734,273,488,469,51,511,III,PLATINUM,2073,JUNGLE,23,3,1.2,3.4,4.5,4.7,2.6
JackKoelpin,chang.bartell@yahoo.com,AlKaseltzer,869baf85-f72a-41fb-9027-cceb8e9d30b4,102,243,232,51.2,0,IV,IRON,402,MID,23,1,4.6,3,2.6,2.8,1.9
ErnestineRoob,ronald.bahringer@gmail.com,WillWynn,5eddb74d-2f9a-4b4b-8e32-45dada8299d5,526,840,833,50.2,208,IV,BRONZE,1226,JUNGLE,2,4,2.5,2.4,3.2,1.7,1.6
RocioLeannon,estella.treutel@hotmail.com,MaudeL.T.Ford,d1e38f65-6de6-423d-8086-abbf599b312c,469,397,366,52,1,III,IRON,669,JUNGLE,22,23,4.6,2,2.7,2.9,2.9
OlliePacochaDDS,alonso.howell@hotmail.com,DanGeruss,ac4d65c8-e438-4782-801a-f2c2ff785789,94,163,148,52.4,35,I,MASTER,2894,ADC,4,5,4.9,2.3,2.8,3.5,4.8
HaiReichert,eugene.muller@yahoo.com,BrookLynnBridge,3d2701cb-29d9-4316-b8ac-ad3c9957f82b,463,454,400,53.2,1,IV,PLATINUM,2363,SUPPORT,22,2,4.8,1.9,4.9,4.7,4.9
ElenorWaelchi,santos.adams@gmail.com,CheriPitts,773a2f39-ca7c-43ec-986b-f3d2584fc9b1,162,126,90,58.3,90,II,BRONZE,662,MID,0,4,4.5,4,2.1,4.4,3.6
LewisWaters,lenny.howe@hotmail.com,SarahDoctorinthehouse,fe6d5f38-e24f-4706-b93c-8faa9bc2f822,596,49,36,57.6,19,I,GRANDMASTER,3396,ADC,16,18,4.6,2.3,1.8,1.4,1.9
MissNickolasGerlach,edelmira.harber@gmail.com,DustyRhodes,cc31daf9-0466-4484-a9e4-697a1edff035,361,123,108,53.2,64,II,DIAMOND,2461,JUNGLE,0,2,2.8,4.6,1.1,3.7,4
JimmieLarkin,kraig.reichel@hotmail.com,MargeInnastraightline,467e75e1-076e-4170-b8d3-fe24677c6c3e,390,123,102,54.7,18,I,MASTER,3190,MID,8,12,2.8,2,2.2,2.9,1.4
LauraHeaney,odell.bogisich@yahoo.com,IvanOder,84641ba7-9e5b-45cf-959b-cc9dffea00c5,55,376,315,54.4,0,III,BRONZE,655,TOP,8,11,2.8,1.2,1.5,4,1.3
Dr.WaltonCronin,emilio.reichert@gmail.com,BenD.Fender,76a5cdac-0f20-443d-b75c-628d3c48f4d5,64,195,197,49.7,1,III,DIAMOND,2264,TOP,10,12,4.2,1.8,2.7,3.3,4.4
MelitaFay,brandon.wiegand@hotmail.com,RyanCoke,6fad1e07-7f18-4723-837f-67eedf87b1c7,679,144,152,48.6,57,I,DIAMOND,2679,SUPPORT,9,13,1,1.6,5,3,2.9
MitchGulgowski,adriane.crooks@yahoo.com,RobA.Bank,ebd297e0-6490-498c-824e-ec35b302b410,365,624,573,52.1,184,III,IRON,565,SUPPORT,10,13,2.7,3.8,3.5,4.8,5
ScottieWymanIV,gaston.harvey@yahoo.com,PhilRupp,b7beaaa6-3750-447c-8d9f-96353133ec89,123,469,425,52.5,476,I,GOLD,1323,MID,10,11,1.9,1.6,2.4,3.8,1.9
LuMcCullough,irving.terry@hotmail.com,HomanProvement,b61baf33-7418-4f6b-9497-0f863680865e,429,170,144,54.1,0,I,GRANDMASTER,3229,ADC,6,10,3.9,4.6,2.3,2.3,2.2
ClintJones,gracia.mueller@yahoo.com,AnnChovie,d2e237aa-c6a3-4a70-a1df-d240a31b799d,218,300,260,53.6,206,I,MASTER,3018,MID,14,15,4.8,1.5,4.9,4.9,2.8
LionelRunolfsson,soila.schneider@gmail.com,MillyMeter,34e295fb-989e-47bd-8841-b87a4799fa03,693,253,206,55.1,17,III,GOLD,2093,JUNGLE,18,21,3,3.7,1.3,3,1.2
EdnaHartmann,ciara.emmerich@yahoo.com,ChrisMass,a8efff69-835a-4785-8658-05317ac0f87c,691,338,324,51.1,34,I,MASTER,3491,ADC,16,19,4.9,2.4,2.8,4.1,3.7
KimKiehn,gary.roob@yahoo.com,NeilB.Formy,b72b879b-e251-4777-8a23-b30c13381525,558,179,151,54.2,405,I,GRANDMASTER,3358,MID,5,6,2.2,2.3,2.1,4.8,1.9
KerrySchinnerIV,phebe.brown@hotmail.com,MayK.Fist,6d678ba1-9561-464e-9b59-0850f73622c1,444,254,231,52.4,1,I,IRON,444,MID,5,6,3.3,1.6,3.7,1.1,4.7
MarilynHilll,monty.ledner@gmail.com,ParkerCarr,aca00762-c5be-4506-9133-3824b7e3544f,202,80,50,61.5,1,II,SILVER,1102,MID,5,8,3.9,3.7,4.2,4.6,2.9
ParkerHeidenreich,linnea.ziemann@yahoo.com,JedDye,33e8509d-e5e6-412d-9b2a-3f9a650126af,192,101,81,55.5,90,I,CHALLENGER,2992,SUPPORT,19,23,1.8,4.5,4.5,1.2,3.4
TamikoGlover,rona.abshire@yahoo.com,DustyCarr,97632733-f63e-4050-a63e-6784a6d97aab,684,201,180,52.8,152,I,MASTER,3484,SUPPORT,11,14,4.2,1.3,2.4,3.8,3.7
BrunoMann,jude.boehm@hotmail.com,SkipDover,ef4ac856-f33e-4e00-ab1c-a7d757442762,207,184,172,51.7,16,II,PLATINUM,1907,SUPPORT,16,19,4.2,2.8,4,3.1,2.3
JessWehner,shemeka.schroeder@gmail.com,OttoGraf,6a7a45ff-eba9-4ae8-a4bc-969b7ad20019,91,170,158,51.8,14,I,MASTER,2891,SUPPORT,5,6,2.9,4.9,1.6,3.3,1.8
FilibertoProsacco,steve.wilderman@gmail.com,RobinAndisMerryman,bb155ff3-8005-4a7c-b2ab-65e736f3da66,466,284,247,53.5,35,IV,PLATINUM,2366,JUNGLE,2,4,1,1.3,2.8,3.2,2.2
WaldoZboncak,keven.schulist@gmail.com,SawyerB.Hind,e5b85902-896c-4e46-ab63-631da21d577c,158,93,50,65,448,I,PLATINUM,1758,JUNGLE,8,12,2.4,2.6,4.8,4.5,2.4
DaronKoch,lyle.wiza@gmail.com,EllieNoise,5a30e830-1200-439f-9378-11397819f618,630,147,118,55.5,86,IV,IRON,930,SUPPORT,4,5,4.7,1.7,3.5,2.1,1.7
